tf,substrate,source,yeastract_sign,in_teufel
MCM1,RPN7,teufel,-,1
ROX1,RPN7,teufel,-,1
RAP1,RPC40,teufel,NA,1
GCN4,DBF20,teufel,+,1
STE12,DBF20,teufel,NA,1
MCM1,PIS1,teufel,+,1
INO4,PIS1,teufel,NA,1
MSN2,YPR117W,teufel,NA,1
YAP1,MRI1,teufel,-,1
MBP1,CLB5,teufel,+,1
SWI4,CLB5,teufel,+,1
SWI6,CLB5,teufel,NA,1
MAC1,CTR1,teufel,both,1
MSN2,CTR1,teufel,NA,1
MSN2,YPR127W,teufel,+,1
ABF1,ANT1,teufel,NA,1
ABF1,SCD6,teufel,NA,1
IFH1,RPS23B,teufel,NA,1
RAP1,RPS23B,teufel,NA,1
STE12,CTF4,teufel,NA,1
TEC1,MEP3,teufel,NA,1
STE12,MEP3,teufel,NA,1
MSN2,MEP3,teufel,both,1
STE12,KAR3,teufel,NA,1
STE12,NOC4,teufel,NA,1
GCN4,ASN1,teufel,+,1
HAP2,ASN1,teufel,+,1
PDR3,NCE102,teufel,+,1
ADR1,NCE102,teufel,NA,1
PDR1,NCE102,teufel,+,1
MSN2,NCE102,teufel,+,1
MET32,URN1,teufel,+,1
STE12,URN1,teufel,NA,1
HSF1,PIN3,teufel,+,1
ABF1,PIN3,teufel,NA,1
MSN2,PIN3,teufel,NA,1
TEC1,NCA2,teufel,NA,1
TEC1,TPO3,teufel,NA,1
STE12,TPO3,teufel,NA,1
SOK2,TPO3,teufel,NA,1
MSN2,TPO3,teufel,NA,1
YAP1,CUR1,teufel,both,1
YRM1,CUR1,teufel,NA,1
MAC1,KRE6,teufel,+,1
MSN2,KRE6,teufel,-,1
CIN5,KRE6,teufel,+,1
MAC1,GPH1,teufel,NA,1
MSN2,GPH1,teufel,+,1
CIN5,GPH1,teufel,+,1
RAP1,ORC4,teufel,+,1
MET32,MET16,teufel,+,1
GCN4,MET16,teufel,+,1
MET28,MET16,teufel,NA,1
CBF1,MET16,teufel,+,1
LEU3,MET16,teufel,both,1
YAP1,MET16,teufel,both,1
MET4,MET16,teufel,+,1
MET31,MET16,teufel,both,1
PDR1,BSP1,teufel,-,1
ABF1,YPR172W,teufel,+,1
YAP3,VPS4,teufel,+,1
MBP1,YPR174C,teufel,-,1
MBP1,DPB2,teufel,-,1
CIN5,HDA3,teufel,NA,1
MSN2,SMX3,teufel,NA,1
PDR1,GDB1,teufel,both,1
SPT23,GDB1,teufel,NA,1
CIN5,GDB1,teufel,+,1
GCN4,ATG13,teufel,+,1
HAP3,QCR2,teufel,+,1
HAP2,QCR2,teufel,+,1
HAP5,QCR2,teufel,+,1
TEC1,SGE1,teufel,NA,1
MSN2,SGE1,teufel,NA,1
MAL33,GDH3,teufel,NA,1
SWI5,GDH3,teufel,NA,1
CAD1,GDH3,teufel,NA,1
SKN7,GDH3,teufel,+,1
YOX1,GDH3,teufel,NA,1
SOK2,GDH3,teufel,NA,1
ARR1,GDH3,teufel,NA,1
PDR3,BDH2,teufel,both,1
MET32,BDH2,teufel,NA,1
PDR1,BDH2,teufel,+,1
STE12,BDH2,teufel,NA,1
ABF1,BDH2,teufel,+,1
SOK2,BDH2,teufel,NA,1
MSN2,BDH2,teufel,both,1
ABF1,BDH1,teufel,+,1
BAS1,BDH1,teufel,both,1
MSN2,BDH1,teufel,+,1
ADR1,ECM1,teufel,NA,1
YOX1,ECM1,teufel,NA,1
UME6,ACS1,teufel,-,1
ADR1,ACS1,teufel,NA,1
STE12,ACS1,teufel,NA,1
ABF1,ACS1,teufel,both,1
SOK2,ACS1,teufel,NA,1
RAP1,ACS1,teufel,+,1
YRM1,ACS1,teufel,NA,1
BAS1,FLC2,teufel,-,1
SOK2,FLC2,teufel,NA,1
SOK2,AIM2,teufel,NA,1
ABF1,GCV3,teufel,+,1
BAS1,GCV3,teufel,both,1
YAP1,GCV3,teufel,both,1
STE12,PTA1,teufel,NA,1
ABF1,ERV46,teufel,+,1
TEC1,CDC24,teufel,NA,1
STE12,CDC24,teufel,+,1
SWI4,CLN3,teufel,-,1
STE12,CLN3,teufel,NA,1
MCM1,CLN3,teufel,+,1
RAP1,CLN3,teufel,NA,1
TUP1,CYC3,teufel,NA,1
STE12,CYC3,teufel,NA,1
MSN2,CYC3,teufel,-,1
MCM1,CYC3,teufel,+,1
ABF1,CDC19,teufel,NA,1
MSN2,CDC19,teufel,-,1
GCR2,CDC19,teufel,NA,1
RAP1,CDC19,teufel,+,1
TYE7,CDC19,teufel,+,1
GCR1,CDC19,teufel,both,1
ROX1,CDC19,teufel,NA,1
SOK2,FUN19,teufel,NA,1
ABF1,PRP45,teufel,NA,1
TEC1,MYO4,teufel,NA,1
STE12,MYO4,teufel,NA,1
MSN2,MYO4,teufel,NA,1
STE12,DRS2,teufel,NA,1
ABF1,MAK16,teufel,-,1
SOK2,MAK16,teufel,NA,1
MCM1,PMT2,teufel,+,1
SWI5,FUN26,teufel,+,1
SFP1,FUN26,teufel,NA,1
MCM1,FUN26,teufel,+,1
STE12,FUN30,teufel,NA,1
ABF1,PSK1,teufel,+,1
ROX1,TPD3,teufel,NA,1
MET32,CYS3,teufel,both,1
MET28,CYS3,teufel,NA,1
YAP1,CYS3,teufel,both,1
MET4,CYS3,teufel,+,1
MET31,CYS3,teufel,both,1
ABF1,ERP2,teufel,+,1
MSN2,ERP2,teufel,NA,1
HSF1,SSA1,teufel,both,1
SKN7,SSA1,teufel,NA,1
ABF1,SSA1,teufel,NA,1
YAP1,SSA1,teufel,both,1
MSN2,SSA1,teufel,+,1
RAP1,SSA1,teufel,+,1
HSF1,EFB1,teufel,+,1
ABF1,EFB1,teufel,+,1
RAP1,EFB1,teufel,+,1
MSN2,TFC3,teufel,NA,1
STE12,NUP60,teufel,NA,1
MBP1,RFA1,teufel,-,1
YHP1,RFA1,teufel,NA,1
TEC1,ADE1,teufel,+,1
PHO2,ADE1,teufel,+,1
BAS1,ADE1,teufel,+,1
YHP1,KIN3,teufel,NA,1
YOX1,KIN3,teufel,NA,1
MCM1,KIN3,teufel,+,1
STE12,UIP3,teufel,+,1
SOK2,UIP3,teufel,NA,1
MSN2,UIP3,teufel,NA,1
TUP1,YAR028W,teufel,NA,1
ABF1,YAR028W,teufel,+,1
SOK2,YAR028W,teufel,NA,1
MSN2,YAR028W,teufel,NA,1
ROX1,YAR028W,teufel,-,1
STE12,YAT1,teufel,-,1
SOK2,YAT1,teufel,NA,1
MSN2,YAT1,teufel,both,1
RAP1,YAT1,teufel,-,1
STE12,SWH1,teufel,+,1
STE12,SRO77,teufel,NA,1
PDR3,RTG3,teufel,both,1
GCN4,RTG3,teufel,+,1
ABF1,RTG3,teufel,-,1
GCN4,SFT2,teufel,+,1
HAP2,ATP1,teufel,+,1
YHP1,BNA4,teufel,NA,1
MCM1,ROX3,teufel,-,1
RAP1,ROX3,teufel,-,1
IFH1,RPL32,teufel,NA,1
SFP1,RPL32,teufel,NA,1
RAP1,RPL32,teufel,+,1
ABF1,SCS22,teufel,NA,1
RPN4,RPL23A,teufel,-,1
IFH1,RPL23A,teufel,NA,1
SFP1,RPL23A,teufel,NA,1
RAP1,RPL23A,teufel,+,1
STE12,BOI1,teufel,NA,1
RAP1,ALG3,teufel,+,1
RAP1,YBL081W,teufel,NA,1
UME6,ATG8,teufel,-,1
UME6,YBL077W,teufel,+,1
GCN4,ILS1,teufel,+,1
HSF1,SSA3,teufel,+,1
STE12,SSA3,teufel,NA,1
RAP1,SSA3,teufel,NA,1
TUP1,RPS8A,teufel,NA,1
SFP1,RPS8A,teufel,NA,1
RAP1,RPS8A,teufel,+,1
ABF1,GLO1,teufel,NA,1
ACE2,GLO1,teufel,NA,1
SOK2,GLO1,teufel,NA,1
MSN2,GLO1,teufel,both,1
CBF1,CDC5,teufel,both,1
YOX1,CDC5,teufel,NA,1
MCM1,CDC5,teufel,NA,1
STE12,MIC17,teufel,NA,1
ABF1,TAF4,teufel,NA,1
MBP1,PLB2,teufel,both,1
FLO8,PLB2,teufel,NA,1
SWI4,PLB2,teufel,+,1
SKN7,PLB2,teufel,+,1
SPT23,PLB2,teufel,NA,1
STE12,PLB1,teufel,NA,1
SOK2,PLB1,teufel,NA,1
MSN2,PLB1,teufel,-,1
RAP1,PLB1,teufel,NA,1
MET32,ADI1,teufel,+,1
SOK2,ADI1,teufel,NA,1
MSN2,ADI1,teufel,NA,1
ADR1,HXT2,teufel,NA,1
STE12,HXT2,teufel,NA,1
RGT1,HXT2,teufel,-,1
SOK2,HXT2,teufel,NA,1
RAP1,BUD22,teufel,-,1
HAP1,ERG5,teufel,NA,1
YAP1,ERG5,teufel,+,1
SOK2,ERG5,teufel,NA,1
RAP1,ERG5,teufel,+,1
TEC1,SOK2,teufel,NA,1
TUP1,SOK2,teufel,NA,1
STE12,SOK2,teufel,NA,1
GCN4,STB4,teufel,+,1
LEU3,MSS1,teufel,both,1
MSN2,MSS1,teufel,NA,1
MSN2,MRPL3,teufel,NA,1
RAP1,PEX12,teufel,+,1
RAP1,YMR027W,teufel,+,1
INO4,FAR8,teufel,NA,1
ABF1,HOF1,teufel,-,1
TEC1,MSN2,teufel,NA,1
STE12,MSN2,teufel,NA,1
SKO1,MSN2,teufel,+,1
TYE7,MSN2,teufel,+,1
CBF1,CCS1,teufel,+,1
YAP1,CCS1,teufel,both,1
MSN2,CCS1,teufel,-,1
HAP2,IOC4,teufel,+,1
FHL1,BUB2,teufel,NA,1
ASH1,AAC1,teufel,NA,1
SOK2,AAC1,teufel,NA,1
MSN2,AAC1,teufel,NA,1
FHL1,AAC1,teufel,NA,1
AFT1,FET3,teufel,+,1
STE12,FET3,teufel,NA,1
MSN2,FET3,teufel,both,1
AFT2,FET3,teufel,both,1
GCN4,ARG7,teufel,+,1
ABF1,ARG7,teufel,+,1
TEC1,KAR5,teufel,both,1
GCN4,KAR5,teufel,-,1
STE12,KAR5,teufel,both,1
YAP6,MOT3,teufel,NA,1
SWI4,MOT3,teufel,+,1
MSN2,MOT3,teufel,+,1
SKO1,MOT3,teufel,-,1
SWI4,ABF2,teufel,+,1
MCM1,ABF2,teufel,-,1
STE12,YMR074C,teufel,NA,1
STE12,RCO1,teufel,NA,1
ABF1,PDS5,teufel,NA,1
ABF1,SEC14,teufel,NA,1
YRM1,NAM7,teufel,NA,1
CBF1,ADH3,teufel,+,1
IXR1,ADH3,teufel,NA,1
ABF1,ADH3,teufel,+,1
CRZ1,ADH3,teufel,NA,1
RAP1,ADH3,teufel,+,1
TEC1,VBA1,teufel,NA,1
GLN3,VBA1,teufel,NA,1
YAP1,YMR090W,teufel,both,1
MSN2,YMR090W,teufel,+,1
RAP1,AIP1,teufel,+,1
GCN4,SNZ1,teufel,+,1
YAP1,SNZ1,teufel,both,1
STE12,ATP25,teufel,+,1
BAS1,ATP25,teufel,+,1
MSN2,MUB1,teufel,+,1
YRM1,MUB1,teufel,NA,1
PDR3,YMR102C,teufel,+,1
PDR1,YMR102C,teufel,both,1
SOK2,YMR102C,teufel,NA,1
MSN2,YMR102C,teufel,+,1
PDR1,YMR103C,teufel,+,1
GCN4,ILV2,teufel,+,1
HSF1,ILV2,teufel,+,1
LEU3,ILV2,teufel,both,1
RAP1,ILV2,teufel,+,1
STE12,MYO5,teufel,NA,1
SPT23,HFD1,teufel,NA,1
IFH1,ASC1,teufel,NA,1
RAP1,ASC1,teufel,both,1
FHL1,ASC1,teufel,NA,1
PHO2,ADE17,teufel,+,1
BAS1,ADE17,teufel,+,1
YAP1,ADE17,teufel,+,1
SFP1,RPL15B,teufel,NA,1
MSN2,RPL15B,teufel,NA,1
MCM1,RPL15B,teufel,-,1
RAP1,RPL15B,teufel,+,1
YRM1,RPL15B,teufel,NA,1
ABF1,POM152,teufel,NA,1
BAS1,YMR130W,teufel,NA,1
YOX1,RRB1,teufel,NA,1
NRG1,YMR134W,teufel,NA,1
ACE2,YMR134W,teufel,NA,1
YRM1,YMR134W,teufel,NA,1
GCN4,GID8,teufel,both,1
SKN7,GID8,teufel,+,1
SOK2,GID8,teufel,NA,1
MSN2,GID8,teufel,+,1
GCN4,GAT2,teufel,both,1
FLO8,GAT2,teufel,-,1
SWI4,GAT2,teufel,both,1
RIM101,GAT2,teufel,+,1
SOK2,GAT2,teufel,NA,1
SKO1,GAT2,teufel,+,1
RAP1,GAT2,teufel,-,1
GCN4,PSO2,teufel,-,1
GCN4,CIN4,teufel,-,1
TUP1,RPL13B,teufel,NA,1
IFH1,RPL13B,teufel,NA,1
SFP1,RPL13B,teufel,NA,1
RAP1,RPL13B,teufel,+,1
MET32,RPS16A,teufel,NA,1
IFH1,RPS16A,teufel,NA,1
SFP1,RPS16A,teufel,NA,1
RAP1,RPS16A,teufel,both,1
STP1,YMR144W,teufel,NA,1
SWI4,YMR144W,teufel,NA,1
YAP1,YMR144W,teufel,NA,1
NRG1,NDE1,teufel,-,1
FLO8,NDE1,teufel,-,1
OAF3,NDE1,teufel,NA,1
SOK2,NDE1,teufel,NA,1
MSN2,NDE1,teufel,-,1
SKO1,NDE1,teufel,-,1
CIN5,NDE1,teufel,+,1
YRM1,NDE1,teufel,NA,1
RAP1,TIF34,teufel,+,1
TEC1,MSS11,teufel,NA,1
STE12,MSS11,teufel,NA,1
ZAP1,PAH1,teufel,NA,1
CAD1,ALD3,teufel,NA,1
MSN2,ALD3,teufel,+,1
STE12,ALD2,teufel,NA,1
RIM101,EAR1,teufel,+,1
TEC1,DDR48,teufel,+,1
SWI5,DDR48,teufel,NA,1
RIM101,DDR48,teufel,-,1
STE12,DDR48,teufel,NA,1
SKN7,DDR48,teufel,+,1
YAP1,DDR48,teufel,both,1
SOK2,DDR48,teufel,NA,1
MSN2,DDR48,teufel,+,1
STE12,PAI3,teufel,NA,1
STE12,ECM5,teufel,NA,1
RFX1,MMT1,teufel,-,1
YAP1,MMT1,teufel,NA,1
MSN2,MMT1,teufel,NA,1
RTG3,YMR178W,teufel,NA,1
MBP1,SPT21,teufel,-,1
FHL1,YMR181C,teufel,NA,1
STE12,SSO2,teufel,NA,1
FKH1,SSO2,teufel,+,1
STE12,ADD37,teufel,NA,1
REB1,HSC82,teufel,+,1
YAP6,HSC82,teufel,NA,1
AFT1,HSC82,teufel,NA,1
HSF1,HSC82,teufel,both,1
BAS1,HSC82,teufel,both,1
SFP1,HSC82,teufel,NA,1
MSN2,HSC82,teufel,-,1
GCN4,MRPS17,teufel,both,1
GCN4,GCV2,teufel,both,1
AFT1,GCV2,teufel,NA,1
BAS1,GCV2,teufel,+,1
YAP1,GCV2,teufel,NA,1
BAS1,SPG5,teufel,-,1
YAP6,GYL1,teufel,NA,1
ARO80,RPL36A,teufel,NA,1
HAP2,RPL36A,teufel,-,1
STE12,RPL36A,teufel,NA,1
IFH1,RPL36A,teufel,NA,1
SFP1,RPL36A,teufel,NA,1
MCM1,RPL36A,teufel,-,1
RAP1,RPL36A,teufel,+,1
YRM1,RPL36A,teufel,NA,1
PDR3,ICY1,teufel,+,1
TEC1,ICY1,teufel,NA,1
NRG1,ICY1,teufel,NA,1
UME6,ICY1,teufel,-,1
ADR1,ICY1,teufel,NA,1
GCN4,ICY1,teufel,both,1
SWI4,ICY1,teufel,NA,1
STE12,ICY1,teufel,NA,1
SKN7,ICY1,teufel,NA,1
SOK2,ICY1,teufel,NA,1
MSN2,ICY1,teufel,+,1
CIN5,ICY1,teufel,+,1
CAD1,YMR196W,teufel,NA,1
GCN4,YMR196W,teufel,-,1
MSN2,YMR196W,teufel,+,1
CIN5,YMR196W,teufel,+,1
STE12,VTI1,teufel,-,1
STE12,CIK1,teufel,+,1
CBF1,CIK1,teufel,+,1
ABF1,CIK1,teufel,NA,1
TEC1,CLN1,teufel,+,1
FLO8,CLN1,teufel,NA,1
SWI4,CLN1,teufel,+,1
STE12,CLN1,teufel,+,1
SKN7,CLN1,teufel,NA,1
SOK2,CLN1,teufel,NA,1
RAP1,CLN1,teufel,NA,1
ABF1,ROT1,teufel,NA,1
ABF1,RAD14,teufel,-,1
HCM1,ERG2,teufel,+,1
ECM22,ERG2,teufel,+,1
HAP1,ERG2,teufel,NA,1
MSN2,ERG2,teufel,both,1
MOT3,ERG2,teufel,-,1
GCR2,PFK2,teufel,NA,1
RAP1,PFK2,teufel,+,1
CIN5,PFK2,teufel,+,1
REB1,ERG12,teufel,+,1
YRM1,ERG12,teufel,NA,1
FKH1,GAS3,teufel,-,1
SWI6,GAS3,teufel,NA,1
ABF1,SKY1,teufel,NA,1
CBF1,GUA1,teufel,+,1
ABF1,GUA1,teufel,NA,1
CAD1,ERG8,teufel,+,1
HAP1,ERG8,teufel,both,1
STE12,FSH2,teufel,NA,1
RAP1,MRE11,teufel,NA,1
ABF1,MRPL44,teufel,NA,1
MSN2,MTF1,teufel,+,1
IFH1,RPS10B,teufel,NA,1
SFP1,RPS10B,teufel,NA,1
YAP1,RPS10B,teufel,both,1
SOK2,RPS10B,teufel,NA,1
RAP1,RPS10B,teufel,+,1
PHO2,PEP5,teufel,+,1
STE12,PEP5,teufel,NA,1
TEC1,FUS2,teufel,both,1
STE12,FUS2,teufel,both,1
TEC1,RNA1,teufel,+,1
YRM1,RNA1,teufel,NA,1
ABF1,TAF9,teufel,NA,1
STE12,RNT1,teufel,NA,1
TEC1,CUS1,teufel,NA,1
ADR1,CUS1,teufel,NA,1
STE12,YHM2,teufel,NA,1
TUP1,RPL20A,teufel,NA,1
IFH1,RPL20A,teufel,NA,1
SFP1,RPL20A,teufel,NA,1
RAP1,RPL20A,teufel,+,1
MSN2,ZRC1,teufel,NA,1
RAP1,ZRC1,teufel,+,1
SPT23,FAA4,teufel,NA,1
RFX1,FAA4,teufel,+,1
SKO1,RKR1,teufel,-,1
GCN4,GAD1,teufel,both,1
PDR3,HOR7,teufel,+,1
TEC1,HOR7,teufel,+,1
GCN4,HOR7,teufel,+,1
PDR1,HOR7,teufel,both,1
HSF1,HOR7,teufel,both,1
SKN7,HOR7,teufel,+,1
SOK2,HOR7,teufel,NA,1
MSN2,HOR7,teufel,+,1
ASH1,YMR252C,teufel,NA,1
MSN2,GFD1,teufel,+,1
HAP2,COX7,teufel,-,1
SFP1,PET111,teufel,NA,1
RAP1,PET111,teufel,-,1
SWI5,TPS3,teufel,NA,1
ACE2,TPS3,teufel,NA,1
MSN2,TPS3,teufel,NA,1
MSN2,YMR262W,teufel,NA,1
DAL82,CUE1,teufel,-,1
TEC1,YMR265C,teufel,+,1
STE12,YMR265C,teufel,NA,1
SOK2,YMR265C,teufel,NA,1
MSN2,RSN1,teufel,NA,1
RAP1,RSN1,teufel,+,1
PDR3,SCS7,teufel,both,1
STB5,SCS7,teufel,+,1
OAF3,SCS7,teufel,NA,1
RPN4,DSK2,teufel,both,1
SFP1,PGM3,teufel,NA,1
UME6,GPI12,teufel,both,1
HAP5,YKU70,teufel,+,1
CIN5,MRPL33,teufel,-,1
GCN4,DSS1,teufel,both,1
MSN2,HAS1,teufel,both,1
RAP1,YMR295C,teufel,NA,1
ABF1,LCB1,teufel,NA,1
MSN2,LCB1,teufel,-,1
RAP1,LCB1,teufel,+,1
CIN5,LCB1,teufel,+,1
UME6,PRC1,teufel,-,1
FLO8,PRC1,teufel,-,1
ABF1,PRC1,teufel,+,1
MSN2,PRC1,teufel,NA,1
CIN5,PRC1,teufel,+,1
PHO2,ADE4,teufel,+,1
BAS1,ADE4,teufel,both,1
YRM1,ADE4,teufel,NA,1
CBF1,ATM1,teufel,+,1
ADR1,UBP15,teufel,NA,1
YRM1,UBP15,teufel,NA,1
TEC1,SCW10,teufel,NA,1
STE12,SCW10,teufel,NA,1
SKN7,SCW10,teufel,+,1
PHD1,SCW10,teufel,NA,1
ASH1,SCW10,teufel,+,1
YAP1,SCW10,teufel,both,1
SOK2,SCW10,teufel,NA,1
ASH1,GAS1,teufel,NA,1
CBF1,PSE1,teufel,+,1
OAF3,PRE5,teufel,NA,1
MSN2,PRE5,teufel,+,1
STB5,YMR315W,teufel,both,1
ASH1,YMR315W,teufel,NA,1
YAP1,YMR315W,teufel,+,1
MSN2,YMR315W,teufel,NA,1
ABF1,DIA1,teufel,+,1
YAP1,DIA1,teufel,NA,1
MSN2,DIA1,teufel,NA,1
YAP1,ADH6,teufel,NA,1
TEC1,FET4,teufel,NA,1
AFT1,FET4,teufel,both,1
RIM101,FET4,teufel,+,1
STE12,FET4,teufel,+,1
SKN7,FET4,teufel,-,1
CBF1,FET4,teufel,both,1
MAC1,FET4,teufel,NA,1
MSN2,FET4,teufel,NA,1
ROX1,FET4,teufel,-,1
SWI5,EGT2,teufel,+,1
ACE2,EGT2,teufel,+,1
YAP1,EGT2,teufel,+,1
SOK2,EGT2,teufel,NA,1
MSN2,EGT2,teufel,-,1
MCM1,EGT2,teufel,+,1
RAP1,EGT2,teufel,+,1
MSN2,FIG4,teufel,NA,1
ABF1,KRE1,teufel,+,1
MBP1,RFA2,teufel,-,1
UGA3,RFA2,teufel,+,1
GCN4,SKP2,teufel,+,1
YRM1,SKP2,teufel,NA,1
PHO4,STB1,teufel,+,1
RAP1,STB1,teufel,NA,1
ABF1,MRPS18,teufel,NA,1
IFH1,RPS19B,teufel,NA,1
SFP1,RPS19B,teufel,NA,1
RAP1,RPS19B,teufel,+,1
REB1,RPL18B,teufel,+,1
ABF1,RPL18B,teufel,both,1
IFH1,RPL18B,teufel,NA,1
SFP1,RPL18B,teufel,NA,1
RAP1,RPL18B,teufel,+,1
SWI4,TOS6,teufel,+,1
STE12,TOS6,teufel,+,1
ASH1,TOS6,teufel,+,1
SWI6,TOS6,teufel,NA,1
RAP1,TOS6,teufel,NA,1
TEC1,CLA4,teufel,NA,1
STE12,CLA4,teufel,NA,1
YRM1,CLA4,teufel,NA,1
STE12,YNL295W,teufel,NA,1
STE12,RFC3,teufel,NA,1
ASH1,RFC3,teufel,NA,1
TEC1,PCL1,teufel,NA,1
MBP1,PCL1,teufel,both,1
SWI4,PCL1,teufel,+,1
STE12,PCL1,teufel,NA,1
MSN2,PCL1,teufel,both,1
FKH2,PCL1,teufel,+,1
RLM1,PCL1,teufel,+,1
ROX1,PCL1,teufel,-,1
STE12,CAF40,teufel,NA,1
RAP1,CAF40,teufel,+,1
TEC1,SEC21,teufel,NA,1
TEC1,WSC2,teufel,NA,1
MBP1,WSC2,teufel,-,1
STE12,WSC2,teufel,NA,1
STB5,WSC2,teufel,+,1
RAP1,WSC2,teufel,+,1
CIN5,WSC2,teufel,+,1
HSF1,HCH1,teufel,both,1
DAL82,ERG24,teufel,+,1
TEC1,PRM1,teufel,+,1
AFT1,PRM1,teufel,NA,1
STE12,PRM1,teufel,+,1
STE12,CAF120,teufel,NA,1
RAP1,CAF120,teufel,+,1
MET32,MET2,teufel,both,1
MET28,MET2,teufel,NA,1
CBF1,MET2,teufel,+,1
MET4,MET2,teufel,+,1
RAP1,MET2,teufel,+,1
CIN5,MET2,teufel,NA,1
MET31,MET2,teufel,+,1
STB5,GOR1,teufel,+,1
YOX1,TOF1,teufel,NA,1
STE12,SEC2,teufel,NA,1
YRM1,SEC2,teufel,NA,1
RAP1,LYP1,teufel,NA,1
ABF1,PIK1,teufel,NA,1
CBF1,ATX1,teufel,+,1
PUT3,ATX1,teufel,-,1
AFT2,ATX1,teufel,NA,1
MSS11,FOL1,teufel,NA,1
ABF1,GIS2,teufel,NA,1
RPN4,NRD1,teufel,both,1
TEC1,ZWF1,teufel,NA,1
SWI5,ZWF1,teufel,NA,1
MET32,ZWF1,teufel,+,1
PDR1,ZWF1,teufel,-,1
ASH1,ZWF1,teufel,NA,1
ACE2,ZWF1,teufel,NA,1
SFP1,ZWF1,teufel,NA,1
YAP1,ZWF1,teufel,both,1
MSN2,ZWF1,teufel,both,1
MET4,ZWF1,teufel,+,1
RAP1,ZWF1,teufel,NA,1
CIN5,ZWF1,teufel,+,1
GCN4,NAR1,teufel,+,1
YAP1,NAR1,teufel,both,1
SWI5,LAP3,teufel,NA,1
GCN4,LAP3,teufel,+,1
MSN2,LAP3,teufel,NA,1
CIN5,LAP3,teufel,+,1
CIN5,SIN4,teufel,NA,1
MCM1,CSL4,teufel,-,1
PDR3,PDR16,teufel,both,1
NRG1,PDR16,teufel,NA,1
PDR1,PDR16,teufel,both,1
STB5,PDR16,teufel,+,1
HAP1,PDR16,teufel,+,1
MSN2,PDR16,teufel,both,1
MET4,PDR16,teufel,NA,1
RDS2,PDR16,teufel,NA,1
SOK2,MGS1,teufel,NA,1
YOX1,YNL217W,teufel,NA,1
MSN2,YNL217W,teufel,NA,1
RAP1,YNL217W,teufel,NA,1
YAP1,VID27,teufel,both,1
YOX1,SSB2,teufel,NA,1
TEC1,YNL208W,teufel,+,1
STE12,YNL208W,teufel,+,1
RAP1,YNL208W,teufel,+,1
MSN2,RIO2,teufel,NA,1
OAF1,SPS18,teufel,NA,1
SUM1,SPS18,teufel,-,1
RFX1,YNL200C,teufel,NA,1
SOK2,YNL193W,teufel,NA,1
SWI5,CHS1,teufel,NA,1
SWI4,CHS1,teufel,-,1
SOK2,CHS1,teufel,NA,1
MSN2,CHS1,teufel,both,1
MET32,DUG3,teufel,+,1
RAP1,DUG3,teufel,-,1
STE12,YNL190W,teufel,NA,1
MCM1,YNL190W,teufel,-,1
RAP1,YNL190W,teufel,NA,1
ABF1,SRP1,teufel,NA,1
BAS1,SRP1,teufel,+,1
FHL1,UBP10,teufel,NA,1
GCN4,MRPL19,teufel,-,1
TEC1,RHO5,teufel,NA,1
CAD1,RHO5,teufel,-,1
YAP1,RHO5,teufel,both,1
MSN2,RHO5,teufel,+,1
RAP1,RHO5,teufel,-,1
HMO1,RPS3,teufel,NA,1
GCN4,RPS3,teufel,both,1
IFH1,RPS3,teufel,NA,1
SFP1,RPS3,teufel,NA,1
YAP1,RPS3,teufel,-,1
RAP1,RPS3,teufel,both,1
CIN5,RPS3,teufel,-,1
CBF1,NOP13,teufel,+,1
STE12,MDG1,teufel,NA,1
AFT1,PSD1,teufel,NA,1
SFP1,RIA1,teufel,NA,1
IFH1,RPL42A,teufel,NA,1
SFP1,RPL42A,teufel,NA,1
RAP1,RPL42A,teufel,+,1
PDR3,YGP1,teufel,both,1
TEC1,YGP1,teufel,both,1
PHO4,YGP1,teufel,-,1
STE12,YGP1,teufel,both,1
YAP1,YGP1,teufel,both,1
SOK2,YGP1,teufel,NA,1
MSN2,YGP1,teufel,+,1
MCM1,YGP1,teufel,both,1
MET4,YGP1,teufel,NA,1
CIN5,YGP1,teufel,+,1
RLM1,YGP1,teufel,NA,1
RPN4,YNL155W,teufel,NA,1
MSN2,YNL155W,teufel,NA,1
ACE2,YCK2,teufel,NA,1
RAP1,YCK2,teufel,+,1
RAP1,GIM3,teufel,NA,1
UME6,PGA2,teufel,-,1
ABF1,PGA2,teufel,NA,1
STE12,ALF1,teufel,NA,1
ABF1,ALF1,teufel,NA,1
TEC1,MFA2,teufel,-,1
RPN4,MFA2,teufel,+,1
STE12,MFA2,teufel,+,1
SKN7,MFA2,teufel,both,1
YOX1,MFA2,teufel,NA,1
MCM1,MFA2,teufel,-,1
STE12,YNL143C,teufel,NA,1
STE12,THO2,teufel,NA,1
YAP1,FPR1,teufel,both,1
DAL82,FPR1,teufel,-,1
PDR1,YNL134C,teufel,-,1
HSF1,YNL134C,teufel,-,1
YAP1,YNL134C,teufel,both,1
MSN2,YNL134C,teufel,+,1
HAL9,YNL134C,teufel,NA,1
ROX1,YNL134C,teufel,NA,1
TEC1,FYV6,teufel,NA,1
STE12,FYV6,teufel,NA,1
TEC1,KRE33,teufel,+,1
MSN2,KRE33,teufel,NA,1
GCN4,NRK1,teufel,+,1
ARO80,ESBP6,teufel,NA,1
GCN4,ESBP6,teufel,both,1
FHL1,ESBP6,teufel,NA,1
TEC1,NAF1,teufel,both,1
