substrate,cyclebase_rank,periodicity_pvalue,peaktime_pct,q_x,q_rank,q_sigmoid,q_pcomplement,multiplier_amplitude
CPR1,4807,0.001517,28.0,0.2169,0.2169,0.6811,0.9985,0.6818
CPR4,660,3.63738e-08,53.0,0.8926,0.8926,0.9556,1.0,1.0096
CPR5,5967,4.1147,22.0,0.0279,0.0279,0.2773,0,0.9292
CPR6,1648,9.0253e-05,10.0,0.7316,0.7316,0.7977,0.9999,0.9286
CPR8,580,2.70578e-05,51.0,0.9057,0.9057,0.8366,1.0,0.8644
CPS1,1236,0.000495456,16.0,0.7988,0.7988,0.7314,0.9995,1.08
CRH1,55,1.15107e-17,19.0,0.9912,0.9912,0.9996,1.0,1.5379
CRM1,5538,2.96564,86.0,0.0978,0.0978,0.2918,0,0.8397
CRR1,3196,0.17833,63.0,0.4794,0.4794,0.4314,0.8217,0.529
CRZ1,2294,0.00131125,69.0,0.6264,0.6264,0.688,0.9987,0.6564
CSG2,5486,2.90982,50.0,0.1062,0.1062,0.2927,0,0.7256
CSH1,337,9.49366e-07,24.0,0.9453,0.9453,0.9138,1.0,0.9292
CSI2,16,4.04138e-19,23.0,0.9976,0.9976,0.9998,1.0,1.6617
CSL4,2351,0.013262,86.0,0.6171,0.6171,0.5716,0.9867,1.0863
CSM1,475,5.8007e-09,50.0,0.9228,0.9228,0.9698,1.0,1.2109
CSN9,501,0.00138545,45.0,0.9185,0.9185,0.6854,0.9986,0.5643
CSR1,391,4.93363e-05,33.0,0.9365,0.9365,0.818,1.0,0.4866
CST6,2741,15.2065,76.0,0.5535,0.5535,0.2242,0,1.0793
CTF4,146,1.03964e-11,17.0,0.9764,0.9764,0.9922,1.0,1.0793
CTH1,3513,0.00085398,81.0,0.4277,0.4277,0.7076,0.9991,0.6154
CTK2,1632,0.112425,53.0,0.7342,0.7342,0.4561,0.8876,1.2109
CTR1,1247,3.18864e-08,73.0,0.797,0.797,0.9568,1.0,0.7998
CTR2,1100,0.00811091,42.0,0.8209,0.8209,0.5975,0.9919,0.9258
CTS1,408,2.42001e-12,18.0,0.9337,0.9337,0.9943,1.0,0.8286
CUE1,5489,4.07789,71.0,0.1058,0.1058,0.2777,0,0.9667
CUE2,2389,4.10874e-05,83.0,0.6109,0.6109,0.8238,1.0,0.6554
CUE4,1276,0.00222581,21.0,0.7922,0.7922,0.6628,0.9978,0.9447
CUR1,1163,3.95627e-06,8.0,0.8107,0.8107,0.886,1.0,0.5125
CUS1,4868,3.46368,71.0,0.2069,0.2069,0.2849,0,1.0156
CWC2,2934,0.00133628,77.0,0.5221,0.5221,0.6871,0.9987,3.4735
CWH41,206,3.43793e-08,27.0,0.9666,0.9666,0.9561,1.0,1.0793
CWH43,3531,48.6887,81.0,0.4248,0.4248,0.1833,0,2.1175
CWP1,171,3.23611e-19,45.0,0.9723,0.9723,0.9998,1.0,0.8978
CWP2,1350,1.13999e-05,58.0,0.7802,0.7802,0.8607,1.0,0.6381
CYB2,3603,0.0112167,3.0,0.4131,0.4131,0.5804,0.9888,0.8651
CYB5,577,5.30539e-07,62.0,0.9061,0.9061,0.9232,1.0,1.1686
CYC1,1610,0.000415815,57.0,0.7378,0.7378,0.7389,0.9996,1.1342
CYC3,485,3.48728e-07,87.0,0.9211,0.9211,0.9294,1.0,0.7723
CYC7,1588,0.000575248,94.0,0.7414,0.7414,0.725,0.9994,0.748
CYK3,387,1.37961e-11,97.0,0.9371,0.9371,0.9917,1.0,1.6133
CYM1,3081,0.000355083,83.0,0.4981,0.4981,0.7454,0.9996,1.2109
CYR1,4862,5.36006,81.0,0.2079,0.2079,0.266,0,1.2109
CYS3,4313,0.0916526,60.0,0.2974,0.2974,0.4672,0.9083,0.5679
CYS4,4684,0.1407,76.0,0.2369,0.2369,0.4441,0.8593,0.5125
CYT1,2841,0.00159402,76.0,0.5372,0.5372,0.6788,0.9984,0.5001
CYT2,3980,0.00198234,69.0,0.3516,0.3516,0.6684,0.998,0.5125
DAK1,4931,2.2992,5.0,0.1967,0.1967,0.3034,0,0.9537
DAL2,4707,0.0481488,64.0,0.2332,0.2332,0.502,0.9519,0.6734
DAL4,4625,0.00153735,29.0,0.2465,0.2465,0.6805,0.9985,0.59
DAL7,4053,0.0452552,52.0,0.3397,0.3397,0.5054,0.9547,0.5681
DAL81,902,0.000180498,58.0,0.8532,0.8532,0.7723,0.9998,0.9292
DAP1,4449,1.04694,14.0,0.2752,0.2752,0.3406,0,1.2301
DAP2,5296,214.342,80.0,0.1372,0.1372,0.1399,0,0.795
DAS1,5812,122.9,64.0,0.0531,0.0531,0.1551,0,0.9258
DAS2,929,4.12668e-06,74.0,0.8488,0.8488,0.8851,1.0,1.1972
DBF2,102,2.28822e-13,82.0,0.9835,0.9835,0.9966,1.0,3.4735
DBF20,1030,5.12139e-05,63.0,0.8323,0.8323,0.8168,0.9999,0.3952
DBP2,710,6.07895e-08,63.0,0.8845,0.8845,0.9506,1.0,0.5675
DBP7,1869,0.0117852,73.0,0.6956,0.6956,0.5778,0.9882,1.0793
DBP8,859,0.00302661,59.0,0.8602,0.8602,0.6477,0.997,0.9208
DBP9,1228,2.03264e-08,78.0,0.8001,0.8001,0.9607,1.0,0.5322
DCG1,5157,2.37236,26.0,0.1599,0.1599,0.3019,0,1.08
DCS1,794,0.000818518,98.0,0.8708,0.8708,0.7095,0.9992,1.1299
DCS2,1809,0.793216,8.0,0.7054,0.7054,0.3543,0.2068,0.5579
DCW1,1774,0.581192,35.0,0.7111,0.7111,0.3699,0.4188,0.9292
DDI1,2305,0.0049981,84.0,0.6246,0.6246,0.6225,0.995,0.79
DDR2,3625,0.93552,8.0,0.4095,0.4095,0.3461,0.0645,0.5539
DDR48,1787,1.0584e-07,10.0,0.709,0.709,0.9447,1.0,0.6586
DED81,5023,12.2515,60.0,0.1817,0.1817,0.2324,0,0.3952
DEF1,5961,6.6779,92.0,0.0288,0.0288,0.2568,0,0.795
DFG10,1790,0.746228,83.0,0.7085,0.7085,0.3573,0.2538,0.9292
