substrate,tf,alpha,source
HOS3,MSN2,0.782008,teufel
HOS3,STE12,0.70443,teufel
HOS4,SOK2,0.433478,teufel
HOT1,RIM101,0.650748,yeastract_strict
HOT13,ACE2,0.124314,teufel
HOT13,RAP1,0.306543,teufel
HPA3,SOK2,1.607379,teufel
HPF1,STE12,0.467914,teufel
HPT1,YAP1,1.058897,teufel
HRB1,ABF1,-0.050781,teufel
HRB1,GCN4,0.089465,teufel
HRD3,PDR1,1.03193,yeastract_strict
HRP1,STE12,1.417178,teufel
HRR25,CBF1,1.304951,teufel
HSC82,BAS1,14.149276,teufel
HSC82,HSF1,8.301565,teufel
HSC82,REB1,4.850441,teufel
HSH49,RPN4,0.285538,yeastract_strict
HSL1,STE12,0.767518,teufel
HSL1,TEC1,1.253207,teufel
HSL7,TEC1,0.715374,teufel
HSL7,TYE7,1.413194,teufel
HSP10,HSF1,8.219963,teufel
HSP104,HSF1,0.99694,teufel
HSP104,YAP1,0.965729,teufel
HSP12,CST6,0.29734,yeastract_strict
HSP12,HSF1,-0.129843,teufel
HSP12,RAP1,0.364894,teufel
HSP12,TEC1,0.463733,teufel
HSP150,ABF1,-6.663275,teufel
HSP150,ACE2,35.902755,teufel
HSP150,RLM1,-7.300035,teufel
HSP26,HSF1,0.135081,teufel
HSP26,SOK2,0.066046,teufel
HSP26,YAP1,0.070382,teufel
HSP31,GCN4,0.088773,teufel
HSP31,YAP1,0.253261,teufel
HSP42,HSF1,0.262712,teufel
HSP42,TEC1,0.243807,teufel
HSP60,ABF1,2.738312,teufel
HSP60,HSF1,3.090541,teufel
HSP60,STE12,2.391855,teufel
HSP78,GCN4,-0.015098,teufel
HSP78,YAP1,0.625232,teufel
HSP82,ABF1,2.154581,teufel
HSP82,SUM1,2.960513,teufel
HSP82,YAP1,0.121291,teufel
HST1,GCN4,0.176135,yeastract_strict
HST2,MBP1,0.100622,teufel
HST2,SOK2,0.554813,teufel
HST3,IXR1,1.455438,teufel
HSV2,YAP1,0.489424,teufel
HTA1,HIR1,1.903215,teufel
HTA1,SWI4,23.400381,teufel
HTA2,CIN5,4.358726,teufel
HTA2,MBP1,-0.405257,teufel
HTA2,SWI4,20.010287,teufel
HTB1,HIR2,0.19199,teufel
HTB1,SWI4,12.511356,teufel
HTB2,SWI6,9.819819,teufel
HTZ1,CBF1,1.041898,yeastract_strict
HTZ1,MCM1,0.795692,teufel
HUA1,ABF1,0.305352,teufel
HXK1,PDR1,1.280539,teufel
HXK1,SOK2,-0.434626,teufel
HXK1,TEC1,1.191189,teufel
HXK2,ABF1,1.08869,teufel
HXK2,CRZ1,6.37828,teufel
HXK2,RGT1,7.717341,teufel
HXK2,SWI4,4.831223,teufel
HXT1,MSN2,0.532407,teufel
HXT1,RGT1,0.779792,teufel
HXT1,SKO1,0.688345,teufel
HXT2,RGT1,5.860996,teufel
HXT3,PDR1,4.014261,teufel
HXT3,RGT1,5.271766,teufel
HXT4,GCR1,0.068562,teufel
HXT4,RGT1,0.285297,teufel
HXT4,TEC1,0.068974,teufel
HXT7,PDR1,0.045041,teufel
HXT7,TEC1,0.658628,teufel
HXT7,TUP1,0.012325,teufel
HYM1,STE12,0.759076,teufel
HYP2,ABF1,13.743934,teufel
HYP2,RAP1,21.75917,teufel
IAH1,INO4,0.669762,teufel
IBA57,CIN5,0.201818,teufel
IBA57,RAP1,0.122426,yeastract_strict
IBA57,YAP1,0.091659,teufel
ICE2,UME6,1.274995,teufel
ICL2,ADR1,0.396113,teufel
ICL2,STE12,0.746081,teufel
ICP55,ACE2,-0.00774,teufel
ICP55,YAP1,0.299125,teufel
ICT1,MSN2,0.096529,teufel
ICT1,PDR1,0.269168,teufel
ICT1,STE12,0.128927,teufel
ICY1,CIN5,0.036036,teufel
ICY1,GCN4,0.01813,teufel
ICY1,TEC1,0.162612,teufel
ICY2,GCN4,0.042644,teufel
IDH1,GCN4,0.096974,yeastract_strict
IDH1,MOT3,-0.117568,teufel
IDH2,MSN2,2.114252,teufel
IDH2,NRG1,0.087043,teufel
IDH2,RTG3,3.043858,teufel
IDI1,MSN2,7.049216,teufel
IDP1,GCN4,0.331217,teufel
IDP2,RAP1,0.261602,yeastract_strict
IES1,CIN5,0.133495,teufel
IES1,RAP1,0.19709,teufel
IES1,YRM1,0.415226,teufel
IES5,BAS1,0.292056,teufel
IES5,MET31,0.758298,teufel
IES6,GCN4,0.0869,yeastract_strict
IES6,SOK2,0.067174,teufel
IES6,STE12,0.017736,teufel
IFA38,ABF1,0.800679,teufel
IFA38,ACE2,0.655828,teufel
IFH1,YAP1,0.283169,yeastract_strict
IFM1,INO4,0.328851,yeastract_strict
IKI3,YOX1,1.553664,teufel
IKS1,YAP1,0.101746,teufel
ILM1,MSN2,2.342179,teufel
ILS1,GCN4,0.459134,teufel
ILV1,GCN4,0.195015,teufel
ILV2,GCN4,0.294305,teufel
ILV2,HSF1,1.631162,teufel
ILV3,GCN4,0.428543,teufel
ILV3,STE12,3.343016,teufel
ILV5,GCN4,1.456169,teufel
ILV6,RPN4,5.7108,yeastract_strict
ILV6,STE12,10.542142,teufel
IMD2,MSN2,0.042777,yeastract_strict
IMD2,RAP1,0.403274,teufel
IMD3,CIN5,5.659468,teufel
IMD4,MSN2,1.308087,yeastract_strict
IMD4,STE12,3.688577,teufel
IMD4,YRM1,7.532145,teufel
IME4,ABF1,0.237922,teufel
IME4,UME6,0.042483,yeastract_strict
IML1,CBF1,0.370955,yeastract_strict
IML1,SOK2,0.729027,teufel
IML2,MSN2,0.78529,teufel
INH1,MSN2,0.580922,teufel
INH1,PHO4,0.104271,teufel
INP51,STE12,1.593057,teufel
INP52,GCN4,0.016389,yeastract_strict
INP52,STE12,0.116916,teufel
INP53,GCN4,0.11866,yeastract_strict
IOC2,ABF1,0.48326,teufel
IOC3,ABF1,0.579172,teufel
IOC3,YRM1,1.09959,teufel
IOC4,HAP2,3.208796,teufel
IPP1,ABF1,11.792076,teufel
IPP1,RAP1,7.80003,teufel
IPT1,ABF1,0.272404,teufel
IPT1,PDR1,0.080075,teufel
IPT1,PDR3,1.241282,teufel
IPT1,SOK2,0.000364,teufel
IPT1,TUP1,0.376295,teufel
IQG1,YHP1,2.285183,teufel
IRA1,STE12,2.421997,teufel
IRA2,HSF1,0.769821,teufel
IRA2,STE12,0.192913,teufel
IRC18,ABF1,0.213895,teufel
IRC18,SUM1,0.088401,teufel
IRC22,RAP1,5.263036,teufel
IRC3,PDR1,0.21821,yeastract_strict
IRC3,YOX1,0.096242,teufel
IRC5,RAP1,0.481971,teufel
IRC5,STE12,1.220745,teufel
ISA1,GCN4,0.040204,teufel
ISC1,RAP1,1.361023,teufel
ISD11,STE12,4.185152,teufel
ISM1,YOX1,0.178189,teufel
ISR1,ACE2,0.402727,teufel
IST3,GCN4,0.021752,yeastract_strict
ISU1,GCN4,0.121479,teufel
ISU1,SOK2,1.415633,teufel
ISU2,PHD1,2.12986,teufel
ISU2,YAP1,0.964413,teufel
ISW2,ABF1,0.061618,teufel
ISW2,GCN4,0.022535,yeastract_strict
ITC1,ACE2,0.362392,teufel
ITR1,INO4,4.199732,teufel
ITR1,OPI1,2.974494,teufel
IXR1,CIN5,0.133672,teufel
IXR1,SOK2,0.097435,teufel
IXR1,STE12,0.390055,teufel
IZH1,MSN2,0.648908,teufel
IZH1,PDR1,0.280259,yeastract_strict
IZH2,OAF1,2.586512,teufel
IZH3,GCN4,0.01688,yeastract_strict
JEN1,ABF1,0.126698,teufel
JEN1,BAS1,0.043675,teufel
JEN1,MSN2,0.18961,teufel
JHD2,MSN2,0.594309,teufel
JIP4,FHL1,0.369551,teufel
JIP4,MSN2,0.586265,teufel
JIP5,PDR1,1.890796,yeastract_strict
JJJ2,STE12,0.343042,teufel
JSN1,ASH1,0.039257,teufel
JSN1,RAP1,0.404304,teufel
KAE1,CIN5,1.073513,teufel
KAE1,STE12,2.433925,teufel
KAP123,MCM1,5.876575,teufel
KAR2,HAC1,0.607519,teufel
KAR2,HSF1,0.183466,teufel
KAR3,STE12,0.69348,teufel
KAR4,MCM1,0.11802,teufel
KAR4,RPN4,0.312011,teufel
KAR4,STE12,0.240168,teufel
KAR5,GCN4,0.017857,teufel
KAR9,GCN4,0.013127,yeastract_strict
KDX1,RAP1,0.070014,teufel
KDX1,STP1,0.254715,yeastract_strict
KEG1,HAC1,0.038355,teufel
KEI1,PDR1,1.246174,yeastract_strict
KEL1,YRM1,0.396263,teufel
KEL2,ABF1,-0.008713,teufel
KEL2,YAP1,0.120331,teufel
KEX1,CIN5,1.56597,teufel
KGD1,AFT1,0.499609,teufel
KHA1,RPN4,0.820288,yeastract_strict
KIC1,MET32,0.778716,teufel
KIN1,SOK2,0.368107,teufel
KIN1,SPT23,0.744914,teufel
KIN2,UME6,0.809616,teufel
KIN3,MCM1,0.551407,teufel
KIN3,YHP1,2.126103,teufel
KIN3,YOX1,-0.486618,teufel
KIN4,YOX1,0.805364,teufel
KIP1,STE12,0.651369,teufel
KNS1,FHL1,0.074098,teufel
KNS1,RAP1,0.24862,teufel
KOG1,STE12,1.021187,teufel
KRE1,ABF1,2.722485,teufel
KRE2,PHO4,7.222751,teufel
KRE33,MSN2,3.036023,teufel
KRE33,TEC1,0.541632,teufel
KRE6,CIN5,3.440474,teufel
KRE6,MAC1,4.792208,teufel
KRE6,MSN2,2.713541,teufel
KRE9,ABF1,2.10097,teufel
KRR1,FKH2,0.437418,teufel
KRR1,HSF1,1.659209,teufel
KRS1,MSN2,12.137355,yeastract_strict
KRS1,STE12,20.150373,teufel
KTI12,CBF1,0.889964,teufel
KTI12,TEC1,0.659529,teufel
KTR1,CBF1,6.261367,yeastract_strict
KTR2,TEC1,0.087397,teufel
KTR2,YAP1,0.283875,teufel
KTR4,ABF1,1.914186,teufel
KTR5,CRZ1,1.23484,yeastract_strict
KXD1,PHO4,0.839273,teufel
LAC1,ABF1,0.454495,teufel
LAC1,FKH2,0.117507,yeastract_strict
LAC1,PDR1,0.080835,teufel
LAC1,SWI4,1.692259,yeastract_strict
LAG2,ABF1,0.195615,teufel
LAG2,STE12,0.143338,teufel
LAP3,CIN5,0.235149,teufel
LAP3,GCN4,0.213913,teufel
LAP3,SWI5,-0.561206,teufel
LAS1,STE12,0.577606,teufel
LAS17,RAP1,1.023649,teufel
LAT1,ABF1,5.722662,teufel
LCB1,ABF1,0.734859,teufel
LCB1,CIN5,1.005181,teufel
LCB1,RAP1,0.709927,teufel
LCB2,RAP1,1.379685,teufel
LCB3,CBF1,1.625078,teufel
LCB3,RAP1,0.327773,teufel
LCB4,YRM1,0.881998,teufel
LCB5,FKH2,0.38183,teufel
LCD1,STE12,1.382345,teufel
LCL1,ASH1,0.041064,teufel
LCL1,MBP1,0.263121,yeastract_strict
LCL2,RAP1,0.712528,teufel
LCP5,ACE2,1.677206,teufel
LDB16,ABF1,0.626994,teufel
LDB18,YAP1,0.168849,teufel
LDB7,PDR3,4.756185,teufel
LEU1,CIN5,0.208005,teufel
LEU1,GCN4,0.972947,teufel
LEU3,GCN4,0.033669,teufel
LEU4,GCN4,0.183507,teufel
LEU4,YAP1,3.525572,teufel
LEU9,GCN4,0.259202,teufel
LGE1,RAP1,0.443437,teufel
LHP1,CBF1,4.015982,teufel
LHP1,TYE7,4.460069,teufel
LHS1,HAC1,0.070132,teufel
LOC1,MSN2,1.421814,teufel
LOC1,STE12,2.630573,teufel
LOS1,GCN4,0.040693,teufel
LOT5,ABF1,1.221938,teufel
LOT6,STE12,0.423386,teufel
LPD1,GCN4,0.325019,teufel
LPX1,ADR1,0.523818,teufel
LPX1,MSN2,0.878453,teufel
LPX1,SOK2,0.938599,teufel
LRG1,STE12,0.39641,teufel
LRO1,FHL1,0.010982,teufel
LRO1,STE12,0.627013,teufel
LRO1,SWI4,0.206099,teufel
LRP1,MSN2,1.715109,teufel
LRP1,RDS2,2.577488,teufel
LSB3,MSN2,3.196762,teufel
LSB5,YRR1,2.854939,yeastract_strict
LSG1,YOX1,0.563483,teufel
LSM12,GCN4,0.146946,yeastract_strict
LSM3,YAP1,1.367837,yeastract_strict
LSM7,IXR1,3.712701,yeastract_strict
LSP1,MSN2,7.793266,teufel
LST4,ZAP1,3.047107,teufel
LST8,HSF1,0.50178,teufel
LTV1,ABF1,0.175399,teufel
LTV1,YAP1,0.911268,yeastract_strict
LYP1,RAP1,2.151982,teufel
LYS1,GCN4,0.041597,teufel
LYS1,STP1,0.017717,teufel
LYS12,GCN4,0.27338,yeastract_strict
LYS14,GCN4,0.040879,teufel
LYS14,TEC1,-0.07774,teufel
LYS2,ASH1,-0.017222,teufel
LYS2,GCN4,0.239585,teufel
LYS20,CIN5,1.472378,teufel
LYS20,GCN4,0.253295,teufel
LYS20,TEC1,-1.282955,teufel
LYS4,MSN2,2.079537,yeastract_strict
LYS4,PDR1,0.987261,yeastract_strict
LYS9,GCN4,0.197404,teufel
MAE1,ABF1,0.279788,teufel
MAE1,RAP1,-0.279522,teufel
MAE1,SOK2,1.220646,teufel
MAE1,YAP1,0.729479,teufel
MAG1,PDR1,0.022069,yeastract_strict
MAG1,RPN4,0.343825,teufel
MAK10,YAP1,0.275214,teufel
MAK16,ABF1,0.292443,teufel
MAK16,REB1,0.449016,yeastract_strict
MAK16,SOK2,1.646359,teufel
MAK21,YHP1,4.532267,teufel
MAK32,STE12,0.023298,teufel
MAK32,YAP1,0.136036,yeastract_strict
MAM3,RAP1,0.333076,teufel
MAM33,MCM1,1.035557,teufel
MAS1,MSN2,1.886614,teufel
MAS2,GCN4,0.095435,teufel
MBF1,HSF1,2.242934,yeastract_strict
MBF1,RAP1,2.871295,teufel
MCD1,MBP1,0.288104,teufel
MCD1,SWI4,0.053244,teufel
MCD4,HAC1,0.069336,teufel
MCH1,GCN4,0.035894,teufel
MCH4,GCN4,0.13127,teufel
MCH4,YAP1,-0.008238,teufel
MCH5,RIM101,0.343403,teufel
MCM2,ACE2,0.546487,teufel
MCM2,RPN4,0.095168,teufel
MCM3,STE12,0.331442,teufel
MCM3,YRR1,0.869057,yeastract_strict
MCM5,STE12,0.962361,teufel
MCM5,YOX1,-0.054471,teufel
MCM7,MCM1,0.562029,teufel
MCM7,MSN2,0.044851,teufel
MCR1,ACE2,0.995475,teufel
MCR1,SKO1,1.472612,teufel
MCT1,GCN4,0.049926,yeastract_strict
MDG1,STE12,0.573443,teufel
MDH1,CIN5,1.102238,teufel
MDH1,RAP1,0.975991,teufel
MDH2,CIN5,0.113185,teufel
MDH2,PDR1,0.818451,teufel
MDH2,PHD1,1.195395,teufel
MDH2,RAP1,0.564594,teufel
MDH2,STE12,1.591231,teufel
MDH2,SWI4,0.668699,teufel
MDH3,OAF1,4.949555,teufel
MDJ1,HSF1,0.519893,teufel
MDJ1,SPT23,1.133861,teufel
MDL2,GCN4,0.061472,yeastract_strict
MDM31,ACE2,0.181431,teufel
MDM31,SOK2,0.391348,teufel
MDR1,STE12,0.659173,teufel
MDS3,MSN2,0.608913,teufel
MDV1,STE12,1.13917,teufel
MDV1,TEC1,0.360917,teufel
MDY2,ABF1,1.66043,teufel
MDY2,OAF1,0.193128,teufel
MDY2,RAP1,0.145324,teufel
MEC1,OAF3,1.009769,teufel
MED2,ABF1,0.558665,teufel
MEF2,UME6,0.591885,teufel
MEH1,MAL33,1.167213,teufel
MEP1,ABF1,0.041665,teufel
MEP1,CIN5,0.328899,teufel
MEP1,MSN2,0.255425,teufel
MEP3,MSN2,0.553207,teufel
MEP3,STE12,0.488979,teufel
MEP3,TEC1,0.271701,teufel
MES1,UME6,5.632068,teufel
MET1,CBF1,1.127297,teufel
MET1,LEU3,0.472131,teufel
MET1,YOX1,0.234849,teufel
MET10,GCN4,0.141795,teufel
MET12,MSN2,2.120294,teufel
MET13,GCN4,0.012624,teufel
MET13,SOK2,0.064558,teufel
MET14,CBF1,1.573042,teufel
MET14,MET28,0.110071,teufel
MET14,MET32,1.000051,teufel
MET14,MET4,1.873369,teufel
MET16,GCN4,0.067276,teufel
MET16,MET4,0.005136,teufel
MET2,MET31,0.650337,teufel
MET2,MET32,0.205635,teufel
MET2,RAP1,0.403313,teufel
MET22,GCN4,0.089909,teufel
MET22,MET32,0.197662,teufel
MET28,GCN4,0.035036,teufel
MET28,PDR1,0.032156,teufel
MET3,ABF1,0.966977,teufel
MET3,MET32,0.161562,teufel
MET3,RAP1,0.812237,teufel
MET3,STE12,0.22049,teufel
MET30,MET28,0.085723,teufel
MET30,MET4,1.111606,teufel
MET32,MCM1,0.154766,teufel
MET32,MET4,0.572584,teufel
MET4,GCN4,0.043057,teufel
MET5,ABF1,0.396548,teufel
MET5,AFT1,0.305404,teufel
MET6,ABF1,0.859088,teufel
MET6,MET32,0.606768,teufel
MET6,MET4,2.689467,teufel
MET6,RAP1,2.298325,teufel
MET6,STE12,0.454917,teufel
MET6,YAP1,4.602222,teufel
MET8,MET32,0.175404,teufel
MET8,MET4,0.538749,teufel
MFA1,MCM1,0.147162,teufel
MFA1,TEC1,0.331398,teufel
MFA1,YAP1,1.976679,yeastract_strict
MFA2,MCM1,7.023198,teufel
MFA2,RPN4,4.867317,teufel
MFA2,TEC1,-0.514698,teufel
MFA2,YOX1,-1.47662,teufel
MFB1,STB5,1.442061,teufel
MGM1,ABF1,0.660992,teufel
MGM101,ACE2,0.314694,teufel
MGM101,PDR1,0.332836,yeastract_strict
MGM101,SFP1,1.545799,teufel
MGS1,SOK2,0.343131,teufel
MHP1,ABF1,0.300653,teufel
MHP1,PDR1,0.102669,yeastract_strict
MHR1,ABF1,0.966222,teufel
MHR1,SWI4,0.294537,teufel
MHT1,STE12,0.922773,teufel
MIA40,RPN4,1.050545,yeastract_strict
MIC17,STE12,5.967558,teufel
MID2,ABF1,0.543796,teufel
MID2,CIN5,0.169153,teufel
MID2,RLM1,0.022687,teufel
MIF2,GCN4,0.019328,yeastract_strict
MIG1,INO4,0.348651,yeastract_strict
MIG1,IXR1,0.027029,yeastract_strict
MIG2,MSN2,0.225297,teufel
MIG2,SOK2,0.770903,teufel
MIG3,RGT1,0.224959,teufel
MIG3,STE12,0.092508,teufel
MIM1,STE12,3.993723,teufel
MIR1,ABF1,4.426499,teufel
MIR1,HAP5,2.030486,teufel
MKC7,SWI6,1.689004,teufel
MKK1,YRM1,0.732325,teufel
MKT1,ABF1,2.108418,teufel
MLC1,ABF1,2.655229,teufel
MMF1,RAP1,17.832133,teufel
MMP1,MET31,2.277453,teufel
MMR1,RAP1,0.525091,teufel
MMS2,FKH1,1.547323,yeastract_strict
MMT1,YAP1,0.15049,teufel
MNL1,IFH1,2.496443,teufel
MNL1,MSN2,2.305028,yeastract_strict
MNN1,GCN4,0.029462,teufel
MNN1,SWI4,0.752372,teufel
MNN10,ABF1,1.898277,teufel
MNN11,ABF1,1.652447,teufel
MNN4,STE12,1.845835,teufel
MNN4,TEC1,0.569728,teufel
MNN5,CBF1,3.620783,teufel
MNN5,TEC1,1.138313,teufel
MNN9,SWI5,2.62753,teufel
MNS1,GCN4,0.037524,yeastract_strict
MOB1,YOX1,0.580031,teufel
MOD5,TEC1,0.497133,teufel
MOG1,RAP1,1.230517,teufel
MON1,SOK2,0.774532,teufel
MOT1,MBP1,0.134396,teufel
MOT1,STE12,0.803148,teufel
MOT1,TEC1,0.478971,teufel
MOT3,MSN2,0.759758,teufel
MOT3,SKO1,0.245599,teufel
MOT3,SWI4,0.080077,teufel
MOT3,YAP6,0.96175,teufel
MPD1,INO4,0.947474,yeastract_strict
MPS1,YRM1,0.698885,teufel
MPT5,STE12,0.377349,teufel
MPT5,TEC1,0.144224,teufel
MRC1,STE12,0.611592,teufel
MRE11,RAP1,0.307591,teufel
MRF1,GCN4,0.033538,yeastract_strict
MRH1,RAP1,3.477185,teufel
MRI1,YAP1,1.410446,teufel
MRL1,YAP1,0.242691,teufel
MRM1,GCN4,0.066001,teufel
MRM2,GCR1,0.140766,teufel
MRM2,YAP1,0.118102,teufel
MRN1,SFP1,4.331054,teufel
MRP10,AFT1,0.861774,teufel
MRP13,GCR1,0.50624,teufel
MRP13,RAP1,0.050541,teufel
MRP17,STE12,1.905245,teufel
MRP4,INO4,1.48735,yeastract_strict
MRP49,ABF1,0.557824,teufel
MRP7,GCN4,0.080761,yeastract_strict
MRP8,SKN7,1.103503,teufel
MRP8,SPT23,2.097824,teufel
MRPL13,MAL33,1.644016,teufel
MRPL15,MSN2,1.033665,teufel
MRPL16,STE12,0.929665,teufel
MRPL19,GCN4,0.051693,teufel
MRPL24,MET31,0.622484,yeastract_strict
MRPL27,ABF1,0.911939,teufel
MRPL3,MSN2,1.2917,teufel
MRPL32,ABF1,0.44416,teufel
MRPL33,CIN5,2.805967,teufel
MRPL37,STE12,3.255416,teufel
MRPL38,ABF1,0.535187,teufel
MRPL39,ABF1,1.11106,teufel
MRPL4,ACE2,0.177151,teufel
MRPL4,SWI6,0.326743,teufel
MRPL44,ABF1,0.804534,teufel
MRPL49,YAP1,0.420149,yeastract_strict
MRPL8,ABF1,0.80796,teufel
MRPS17,GCN4,0.047275,teufel
MRPS18,ABF1,1.070554,teufel
MRPS18,INO4,1.110767,yeastract_strict
MRPS35,MSN2,0.197893,teufel
MRPS35,STE12,1.284065,teufel
MRPS5,CST6,0.724459,teufel
MRPS9,ABF1,0.883326,teufel
MRS2,GCN4,0.016312,teufel
MRS4,GCN4,0.029203,teufel
MRS4,YAP1,-0.090291,teufel
MRT4,GCR2,0.836919,teufel
MRT4,HSF1,1.077992,teufel
MRT4,TYE7,0.198591,teufel
MSA1,STE12,0.577403,teufel
MSB1,YRR1,1.534701,teufel
MSB2,STE12,1.210083,teufel
MSB2,SWI4,0.678138,teufel
MSB2,TEC1,3.40337,teufel
MSB4,GCN4,0.050343,yeastract_strict
MSB4,TEC1,0.465305,teufel
MSC1,YAP1,0.213771,teufel
MSC3,HAP5,1.01081,teufel
MSC6,INO4,0.830996,yeastract_strict
MSC6,RAP1,0.15968,yeastract_strict
MSF1,YAP1,0.145009,teufel
MSH3,RPN4,0.461785,yeastract_strict
MSH5,GCN4,0.017881,teufel
MSK1,YRM1,1.210961,teufel
MSN1,YAP1,0.143622,teufel
MSN2,STE12,0.259259,teufel
MSN2,TEC1,0.135317,teufel
MSN2,TYE7,0.206589,teufel
MSP1,MSN2,0.220544,teufel
MSP1,STE12,0.330105,teufel
MSP1,TEC1,0.083936,teufel
MSR1,RAP1,0.379342,teufel
MSS1,LEU3,0.329978,teufel
MSS1,YRR1,0.219317,yeastract_strict
MSS11,STE12,0.438126,teufel
MSS11,TEC1,0.081443,teufel
MSS116,ABF1,0.602248,teufel
MSS116,RAP1,0.77779,teufel
MSS4,ROX1,1.077487,yeastract_strict
MSS51,MSN2,3.521079,teufel
MTC2,PHD1,0.288747,teufel
MTC2,STE12,0.762608,teufel
MTC3,ACE2,0.460157,teufel
MTC3,STE12,0.479827,teufel
MTC4,GCN4,0.03423,teufel
MTC6,STE12,0.51517,teufel
MTC7,STE12,12.030066,teufel
MTD1,BAS1,0.219028,teufel
MTD1,YAP1,0.295597,yeastract_strict
MTF1,MSN2,0.574661,teufel
MTM1,ABF1,0.949139,teufel
MTO1,STE12,0.853337,teufel
MTQ1,HSF1,0.456816,teufel
MTR2,MCM1,1.418711,teufel
MTR3,YRR1,1.823414,yeastract_strict
MTR4,FKH2,2.653726,teufel
MTW1,FKH1,0.228344,yeastract_strict
MUB1,YRM1,0.481759,teufel
MUK1,RPN4,0.447184,yeastract_strict
MUM2,GCN4,0.01844,yeastract_strict
MUM2,TEC1,0.077821,teufel
MUP1,ABF1,2.297305,teufel
MUP1,MET31,1.496583,teufel
MUP1,MET32,0.968511,teufel
MUP1,RAP1,0.634038,teufel
MUP3,MET31,0.063012,teufel
MUP3,MET32,0.039216,teufel
MUP3,RAP1,0.177763,teufel
MUP3,YOX1,0.034474,teufel
MUS81,FHL1,0.757989,teufel
MVD1,HAP1,1.286988,teufel
MVD1,RAP1,2.922659,teufel
MVP1,CBF1,2.32929,yeastract_strict
MYO1,GCN4,0.042167,yeastract_strict
MYO2,MSN2,6.15101,teufel
MYO4,MSN2,1.290752,teufel
MYO4,STE12,0.867103,teufel
MYO4,TEC1,0.163446,teufel
MYO5,STE12,2.925441,teufel
NAB2,RPN4,1.64192,teufel
NAB3,RAP1,0.082086,teufel
NAB3,TUP1,0.224657,teufel
NAF1,GCN4,0.033187,yeastract_strict
NAF1,TEC1,0.033332,teufel
NAM7,YRM1,0.558665,teufel
NAM8,PDR1,0.078085,teufel
NAM8,STE12,0.709222,teufel
NAR1,GCN4,0.093241,teufel
NAT5,IXR1,0.308605,teufel
NAT5,YRM1,2.13239,teufel
NCA2,TEC1,0.643765,teufel
NCB2,CBF1,3.267523,yeastract_strict
NCB2,SWI5,2.16776,teufel
NCE102,PDR1,2.819918,teufel
NCE103,GCN4,0.656038,teufel
NCL1,CBF1,8.090273,teufel
NCP1,TYE7,5.250224,teufel
NCR1,GCN4,0.066339,yeastract_strict
NDE1,CIN5,0.528848,teufel
NDE1,MSN2,0.393372,teufel
NDE1,OAF3,0.294574,teufel
NDE1,SOK2,1.018115,teufel
NDE1,YRM1,1.52806,teufel
NDL1,SOK2,0.273501,teufel
NEM1,RAP1,0.246962,teufel
NEO1,ABF1,0.242776,teufel
NEO1,RAP1,0.301101,teufel
NET1,FKH1,0.331606,yeastract_strict
NET1,MSN2,1.127495,teufel
NET1,SOK2,0.627838,teufel
NEW1,RAP1,2.395048,teufel
NEW1,YOX1,0.575553,teufel
NFU1,INO4,0.477726,yeastract_strict
NFU1,RPN4,0.171467,yeastract_strict
NFU1,YAP1,0.24769,teufel
NGR1,ABF1,0.362363,teufel
NHP2,CIN5,5.35593,teufel
NHP2,FKH1,5.767397,yeastract_strict
NHP6A,AFT1,4.269237,teufel
NHP6B,CBF1,7.519113,yeastract_strict
NHX1,ABF1,0.855065,teufel
NIP7,AFT1,2.78853,teufel
NIP7,TYE7,2.410516,teufel
NIS1,ACE2,1.704562,teufel
NIS1,MBP1,-0.282466,yeastract_strict
NIT3,ABF1,1.913201,teufel
NMA1,MSN2,0.296018,teufel
NMA1,YRM1,1.45505,teufel
NMA1,YRR1,0.573214,yeastract_strict
NMA2,YAP1,0.181787,teufel
NMD3,AFT1,1.058201,teufel
NMD3,YAP1,0.555975,teufel
NMD5,RAP1,1.210057,teufel
NNF1,GCN4,0.045704,yeastract_strict
NNF2,GCR2,0.20919,teufel
NNF2,RIM101,0.374588,yeastract_strict
NOB1,ABF1,1.88429,teufel
NOC2,YRM1,2.649024,teufel
NOC3,YAP1,0.569982,teufel
NOC4,STE12,2.701785,teufel
NOG1,GCN4,0.273364,yeastract_strict
NOG1,YOX1,0.002089,teufel
NOG2,CAD1,3.921732,teufel
NOG2,FKH1,0.372453,yeastract_strict
NOG2,YRR1,1.831443,yeastract_strict
NOP1,ABF1,8.315507,yeastract_strict
NOP12,ABF1,1.305302,yeastract_strict
NOP12,RAP1,0.462774,teufel
NOP13,CBF1,7.61917,teufel
NOP14,RPN4,1.9508,teufel
NOP16,SWI4,2.407898,yeastract_strict
NOP2,YAP1,0.674716,teufel
NOP53,STE12,2.457862,teufel
NOP58,FKH1,12.89489,yeastract_strict
NOP58,SOK2,21.314621,teufel
NOP6,AFT1,1.358223,teufel
NOP7,YAP1,3.776709,yeastract_strict
NOP9,STE12,1.444177,teufel
NOT5,MSN2,4.272881,teufel
NRD1,RPN4,0.709909,teufel
NRG1,RIM101,0.083283,yeastract_strict
NRG1,SKN7,0.016593,teufel
NRG1,STE12,0.201353,teufel
NRG1,TUP1,0.102859,teufel
NRG2,YAP1,0.326364,teufel
NRK1,GCN4,0.030234,teufel
NRM1,GCN4,0.012207,teufel
NRM1,SWI4,0.322692,teufel
